rq,type,区县,市,sum,最高气温,最低气温,天气
20220410,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,110355724,27℃,17℃,晴
20220411,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,118450673,31℃,17℃,晴
20220412,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,128790241,33℃,18℃,多云
20220413,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,135957171,19℃,11℃,多云
20220414,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,138773512,16℃,12℃,阴
20220415,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,137922028,17℃,8℃,阴
20220416,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,134222762,16℃,8℃,多云
20220417,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,126008643,18℃,8℃,多云
20220418,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,140023955,18℃,9℃,阴
20220419,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,142122989,23℃,12℃,阴
20220420,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,141089993,27℃,12℃,晴
20220421,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,141467944,26℃,15℃,晴
20220422,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,146081525,27℃,19℃,小雨
20220423,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,145709557,19℃,16℃,多云
20220424,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,137434870,24℃,17℃,多云
20220425,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,145108767,28℃,16℃,阴到小雨
20220426,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,150642656,26℃,16℃,多云
20220427,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,145961521,22℃,14℃,多云
20220428,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,148356277,23℃,14℃,小雨
20220429,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,149494990,19℃,9℃,多云
20220430,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,140007734,16℃,13℃,阴
20220501,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,107928984,19℃,10℃,阴
20220502,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,110344609,23℃,12℃,多云
20220503,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,124217997,26℃,13℃,阴
20220504,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,132866289,26℃,15℃,晴
20220505,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,138139725,26℃,18℃,晴
20220506,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,141695861,28℃,16℃,晴
20220507,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,144030577,28℃,18℃,多云
20220508,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,134066371,24℃,14℃,多云
20220509,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,142115388,22℃,15℃,小雨
20220510,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,143901189,21℃,17℃,多云
20220511,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,150380477,25℃,18℃,阴
20220512,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,151415023,21℃,16℃,小雨
20220513,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,150822722,18℃,14℃,小雨
20220514,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,141391054,21℃,14℃,阴到小雨
20220515,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,135136638,21℃,13℃,阴
20220516,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,141364862,25℃,14℃,多云
20220517,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,144829924,27℃,15℃,多云
20220518,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,147183898,26℃,18℃,多云
20220519,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,151268544,23℃,18℃,小雨
20220520,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,153502565,23℃,17℃,多云
20220521,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,143403443,31℃,17℃,多云
20220522,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,134693242,27℃,19℃,阴
20220523,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,144723696,24℃,18℃,多云
20220524,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,149844550,22℃,18℃,多云
20220525,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,149350889,26℃,18℃,多云
20220526,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,148926811,25℃,17℃,多云
20220527,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,150154297,33℃,18℃,多云
20220528,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,150147929,25℃,20℃,小雨
20220529,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,142495837,38℃,20℃,多云
20220530,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,151645355,30℃,18℃,阴
20220531,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,145760397,27℃,20℃,多云
20220601,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,154439699,28℃,20℃,多云
20220602,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,149614160,36℃,18℃,多云
20220603,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,124254484,37℃,23℃,多云
20220604,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,136197193,30℃,23℃,阴
20220605,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,148239785,26℃,21℃,小雨转阴
20220606,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,153455147,31℃,22℃,多云
20220607,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,156880361,28℃,17℃,晴
20220608,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,155284089,27℃,21℃,多云
20220609,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,158534041,24℃,14℃,中雨到大雨
20220610,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,158075742,25℃,20℃,阴
20220611,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,150966072,26℃,18℃,多云
20220612,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,145277690,22℃,19℃,小雨
20220613,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,153373053,24℃,19℃,阴到小雨
20220614,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,155789448,30℃,19℃,晴
20220615,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,160900701,33℃,19℃,多云
20220616,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,165327720,33℃,23℃,多云
20220617,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,168687997,40℃,26℃,多云
20220618,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,167416651,33℃,23℃,多云
20220619,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,158902451,29℃,24℃,阴
20220620,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,169994631,29℃,24℃,小雨到暴雨
20220621,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,175261645,32℃,24℃,小雨到大雨
20220622,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,181696863,34℃,27℃,晴
20220623,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,186379991,34℃,27℃,多云
20220624,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,180377769,29℃,24℃,多云
20220625,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,176368144,34℃,25℃,多云
20220626,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,175265743,34℃,23℃,小雨
20220627,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,190880828,36℃,27℃,多云
20220628,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,197982013,35℃,26℃,多云
20220629,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,192720787,34℃,26℃,多云
20220630,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,182159274,33℃,24℃,中雨到暴风雨
20220701,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,177606056,31℃,23℃,小雨
20220702,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,175181273,31℃,25℃,多云
20220703,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,167352711,32℃,25℃,多云
20220704,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,181660742,33℃,26℃,多云
20220705,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,195882369,27℃,22℃,小雨到大雨
20220706,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,200743145,33℃,22℃,晴
20220707,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,204827349,34℃,23℃,晴
20220708,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,206734688,35℃,24℃,晴转多云
20220709,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,203797893,37℃,28℃,多云
20220710,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,196377016,37℃,28℃,多云
20220711,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,209164445,36℃,29℃,小雨到中雨
20220712,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,213531295,26℃,22℃,阴
20220713,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,213309704,40℃,28℃,阴
20220714,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,213404078,39℃,29℃,阴
20220715,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,213512276,37℃,28℃,阴
20220716,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,207288548,36℃,28℃,阴
20220717,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,188656370,34℃,26℃,阴
20220718,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,191196736,33℃,25℃,多云
20220719,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,192748131,33℃,25℃,多云
20220720,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,198954643,36℃,28℃,多云
20220721,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,202509517,33℃,25℃,阴到小雨
20220722,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,202856153,35℃,26℃,小雨到中雨
20220723,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,206884391,37℃,27℃,多云
20220724,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,188513326,35℃,27℃,多云
20220725,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,197417167,35℃,25℃,小雨
20220726,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,198339286,36℃,26℃,小雨到大雨
20220727,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,199930387,36℃,27℃,多云
20220728,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,202683441,33℃,25℃,多云
20220729,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,201293668,33℃,27℃,晴
20220730,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,194784685,32℃,26℃,多云
20220731,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,181428735,33℃,25℃,晴
20220801,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,198261120,36℃,28℃,多云
20220802,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,207788366,35℃,27℃,多云
20220803,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,207959595,35℃,27℃,晴
20220804,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,209476659,36℃,28℃,晴
20220805,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,213168085,39℃,28℃,晴
20220806,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,203364918,36℃,26℃,多云
20220807,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,186426591,36℃,28℃,多云
20220808,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,193184144,37℃,28℃,晴
20220809,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,203490552,38℃,28℃,多云
20220810,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,208226090,37℃,28℃,多云
20220811,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,213140087,39℃,29℃,多云
20220812,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,214230494,39℃,29℃,多云
20220813,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,210663572,39℃,28℃,多云
20220814,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,206381497,39℃,29℃,多云
20220815,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,206894249,39℃,29℃,多云
20220816,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,208282881,39℃,28℃,多云
20220817,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,199728798,35℃,27℃,多云
20220818,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,202550776,35℃,28℃,雾
20220819,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,206618188,39℃,28℃,多云
20220820,市级数据,None,国网浙江省电力有限公司嘉兴供电公司,205488886,37℃,28℃,多云
